Format Version,1.23,Take Name,Take 2019-12-12 12.36.13 PM_003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-12-12 12.37.31.575 下午,Total Frames in Take,1182,Total Exported Frames,1182,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
129,1.075000,-0.469427,-0.447192,0.408981,-0.642178,0.238081,1.199794,0.151802,0.000160,0.252378,1.143152,0.149904,0.960116,0.247401,1.221948,0.097187,0.953022,0.214465,1.234282,0.208316,0.984468,-0.355767,-0.267281,0.561185,-0.697898,0.278150,1.000796,0.231604,0.000296,0.284370,0.952886,0.230318,0.905294,0.277004,0.965975,0.257576,0.907686,0.289918,1.008500,0.174785,0.967717,0.261309,1.075821,0.263736,0.957204,-0.338729,-0.415917,0.588094,-0.605327,0.268729,0.836719,0.359033,0.000546,0.266147,0.827044,0.278031,0.920165,0.272081,0.811655,0.411517,0.895936,0.267958,0.871458,0.387550,0.843268,0.284284,0.952889,0.230687,0.277057,0.966140,0.257250,0.289950,1.008489,0.174661,0.261308,1.075672,0.263820,0.266144,0.827267,0.278260,0.272107,0.811425,0.411863,0.267933,0.871475,0.386924,0.252395,1.143232,0.149767,0.247401,1.221809,0.097312,0.214448,1.234341,0.208328,0.745262,0.944845,-1.221764,1.281863,0.795873,0.187694,,,,0.416163,0.020938,0.606310,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.083333,-0.465484,-0.447414,0.408741,-0.645040,0.238403,1.200379,0.152787,0.000129,0.253060,1.143817,0.151295,0.957496,0.247543,1.222189,0.098003,0.955784,0.214606,1.235130,0.209064,0.990791,-0.350369,-0.265153,0.561479,-0.701196,0.279528,1.002384,0.234253,0.000251,0.285970,0.954492,0.233553,0.913243,0.278583,0.967884,0.260657,0.936455,0.291174,1.009436,0.177325,0.953259,0.262385,1.077724,0.265477,0.958966,-0.332708,-0.414083,0.588076,-0.609924,0.270942,0.840001,0.363756,0.000539,0.268371,0.829287,0.282885,0.934614,0.274575,0.815630,0.416547,0.889572,0.269878,0.875087,0.391836,0.857851,0.285931,0.954512,0.233897,0.278582,0.967993,0.260427,0.291202,1.009452,0.177141,0.262394,1.077581,0.265558,0.268365,0.829490,0.283049,0.274605,0.815384,0.416913,0.269853,0.875136,0.391270,0.253060,1.143940,0.151178,0.247556,1.222039,0.098095,0.214594,1.235155,0.209087,0.745248,0.944817,-1.221750,1.281839,0.795906,0.187719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1.091667,-0.461748,-0.447648,0.408564,-0.647669,0.238657,1.200913,0.153738,0.000093,0.253648,1.144430,0.152624,0.969543,0.247622,1.222398,0.098797,0.968487,0.214700,1.235912,0.209794,0.993580,-0.344980,-0.263100,0.562419,-0.703884,0.280892,1.004045,0.236862,0.000241,0.287483,0.956168,0.236733,0.912217,0.280119,0.969868,0.263689,0.932029,0.292380,1.010435,0.179824,0.959732,0.263588,1.079708,0.267203,0.963937,-0.327548,-0.411116,0.588436,-0.614361,0.273301,0.843419,0.368528,0.000563,0.270889,0.831634,0.287801,0.933065,0.277052,0.819765,0.421636,0.883492,0.271960,0.878860,0.396147,0.852467,0.287364,0.956131,0.237061,0.280196,0.969993,0.263460,0.292422,1.010482,0.179675,0.263583,1.079575,0.267260,0.270881,0.831851,0.287958,0.277085,0.819519,0.422030,0.271935,0.878894,0.395559,0.253647,1.144519,0.152541,0.247632,1.222291,0.098863,0.214691,1.235929,0.209810,0.745261,0.944825,-1.221752,1.281850,0.795899,0.187712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.100000,-0.457905,-0.447795,0.408464,-0.650354,0.238906,1.201489,0.154678,0.000130,0.254229,1.145089,0.153961,0.961270,0.247700,1.222628,0.099575,0.957531,0.214789,1.236751,0.210499,0.989837,-0.339361,-0.261075,0.562643,-0.707182,0.282372,1.005820,0.239545,0.000253,0.289200,0.957978,0.240005,0.919053,0.281818,0.971980,0.266801,0.916051,0.293722,1.011548,0.182409,0.976262,0.264748,1.081772,0.268965,0.962639,-0.322096,-0.407881,0.588354,-0.619457,0.275701,0.846920,0.373399,0.000558,0.273540,0.834004,0.292839,0.933309,0.279554,0.824031,0.426835,0.883358,0.274010,0.882724,0.400525,0.853855,0.289132,0.957948,0.240320,0.281859,0.972143,0.266510,0.293743,1.011555,0.182317,0.264752,1.081639,0.269033,0.273528,0.834230,0.292980,0.279587,0.823807,0.427243,0.273987,0.882726,0.399941,0.254234,1.145189,0.153843,0.247710,1.222491,0.099675,0.214775,1.236786,0.210516,0.745229,0.944790,-1.221748,1.281829,0.795915,0.187731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1.108333,-0.453629,-0.447937,0.408634,-0.653140,0.239161,1.202081,0.155551,0.000116,0.254823,1.145770,0.155272,0.965886,0.247755,1.222821,0.100265,0.964271,0.214906,1.237651,0.211115,0.995731,-0.333850,-0.258617,0.563253,-0.710217,0.283839,1.007640,0.242298,0.000281,0.290848,0.959834,0.243366,0.894543,0.283454,0.974154,0.269990,0.908692,0.295080,1.012671,0.185075,0.966001,0.265974,1.083900,0.270761,0.964316,-0.316464,-0.405084,0.587512,-0.624970,0.278092,0.850528,0.378328,0.000521,0.276220,0.836534,0.297940,0.944074,0.282076,0.828384,0.432066,0.886708,0.275979,0.886666,0.404978,0.870855,0.290705,0.959762,0.243757,0.283562,0.974301,0.269673,0.295116,1.012735,0.184960,0.265970,1.083765,0.270808,0.276206,0.836736,0.298037,0.282110,0.828169,0.432464,0.275958,0.886681,0.404462,0.254819,1.145871,0.155181,0.247766,1.222705,0.100348,0.214900,1.237665,0.211124,0.745239,0.944821,-1.221756,1.281855,0.795879,0.187701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1.116667,-0.448564,-0.448440,0.408382,-0.656443,0.239417,1.202757,0.156458,0.000191,0.255530,1.146573,0.156658,0.952615,0.247757,1.223069,0.100974,0.943242,0.214964,1.238630,0.211741,0.991557,-0.329096,-0.256000,0.562617,-0.713878,0.285372,1.009611,0.245187,0.000302,0.292654,0.961862,0.246824,0.897778,0.285160,0.976453,0.273272,0.916392,0.296625,1.014030,0.187915,0.960667,0.267050,1.086098,0.272735,0.946845,-0.311267,-0.402446,0.586479,-0.630232,0.280584,0.854310,0.383237,0.000538,0.279027,0.839328,0.303020,0.940624,0.284673,0.832857,0.437247,0.878233,0.278052,0.890744,0.409442,0.866941,0.292536,0.961872,0.247216,0.285225,0.976608,0.272983,0.296660,1.014075,0.187768,0.267064,1.085893,0.272790,0.279007,0.839557,0.303080,0.284707,0.832680,0.437700,0.278037,0.890693,0.408913,0.255528,1.146702,0.156519,0.247762,1.222909,0.101135,0.214960,1.238658,0.211722,0.745254,0.944834,-1.221765,1.281841,0.795880,0.187699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1.125000,-0.443375,-0.448505,0.408707,-0.659712,0.239681,1.203442,0.157396,0.000144,0.256185,1.147377,0.158130,0.967615,0.247788,1.223256,0.101699,0.959268,0.215070,1.239694,0.212361,0.986065,-0.323721,-0.253595,0.562771,-0.717066,0.286870,1.011643,0.248042,0.000239,0.294371,0.963952,0.250270,0.912147,0.286837,0.978840,0.276541,0.954482,0.298042,1.015394,0.190707,0.940608,0.268229,1.088387,0.274648,0.962775,-0.305462,-0.399866,0.586771,-0.634429,0.283106,0.858204,0.388150,0.000458,0.281638,0.842154,0.308139,0.936601,0.287375,0.837497,0.442437,0.896624,0.280305,0.894960,0.413874,0.870824,0.294365,0.963972,0.250621,0.286801,0.978891,0.276371,0.298058,1.015459,0.190479,0.268254,1.088253,0.274709,0.281616,0.842396,0.308210,0.287400,0.837411,0.442841,0.280301,0.894808,0.413380,0.256200,1.147426,0.158011,0.247787,1.223151,0.101823,0.215055,1.239748,0.212355,0.745272,0.944850,-1.221752,1.281869,0.795892,0.187702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1.133333,-0.437542,-0.448633,0.408741,-0.663489,0.239927,1.204247,0.158294,0.000118,0.256902,1.148333,0.159615,0.967615,0.247782,1.223515,0.102369,0.959268,0.215097,1.240893,0.212897,0.986065,-0.318006,-0.251674,0.562306,-0.720656,0.288498,1.013849,0.250930,0.000301,0.296306,0.966238,0.253740,0.912147,0.288718,0.981403,0.279835,0.954482,0.299559,1.016956,0.193535,0.940608,0.269409,1.090797,0.276609,0.962775,-0.299803,-0.397917,0.586952,-0.638175,0.285653,0.862168,0.392860,0.000556,0.284207,0.845156,0.313047,0.936601,0.290145,0.842142,0.447383,0.896624,0.282608,0.899206,0.418148,0.870824,0.296195,0.966246,0.254098,0.288769,0.981602,0.279564,0.299606,1.016961,0.193354,0.269417,1.090590,0.276711,0.284195,0.845357,0.313305,0.290189,0.841866,0.447692,0.282572,0.899292,0.417516,0.256906,1.148416,0.159497,0.247799,1.223391,0.102458,0.215078,1.240932,0.212925,0.745248,0.944806,-1.221753,1.281879,0.795883,0.187684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1.141667,-0.431528,-0.449137,0.408579,-0.667175,0.240239,1.205074,0.159214,0.000132,0.257724,1.149333,0.161093,0.963879,0.247802,1.223816,0.103070,0.961601,0.215191,1.242073,0.213478,0.986945,-0.312047,-0.249438,0.562260,-0.724066,0.290011,1.016037,0.253889,0.000317,0.298085,0.968511,0.257315,0.906209,0.290459,0.983980,0.283221,0.914929,0.300958,1.018444,0.196438,0.953113,0.270544,1.093214,0.278580,0.942136,-0.286674,-0.403935,0.570544,-0.655084,0.287355,0.865676,0.397921,0.000921,0.286874,0.848071,0.318226,0.918129,0.292917,0.846296,0.452579,0.895971,0.282273,0.902662,0.422958,0.840247,0.297927,0.968455,0.257721,0.290555,0.984197,0.282924,0.301016,1.018487,0.196243,0.270544,1.093015,0.278676,0.286803,0.848530,0.318360,0.292840,0.846850,0.452934,0.282449,0.901450,0.422369,0.257717,1.149447,0.160971,0.247822,1.223676,0.103174,0.215179,1.242097,0.213495,0.745247,0.944829,-1.221760,1.281852,0.795894,0.187720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1.150000,-0.426639,-0.448745,0.408628,-0.670545,0.240478,1.205946,0.160121,0.000128,0.258339,1.150346,0.162537,0.958331,0.247888,1.224187,0.103792,0.956196,0.215205,1.243306,0.214033,0.992104,-0.307293,-0.245698,0.562175,-0.727436,0.291512,1.018326,0.256813,0.000237,0.299767,0.970881,0.260879,0.890127,0.292032,0.986659,0.286566,0.904804,0.302554,1.020021,0.199356,0.947962,0.271696,1.095743,0.280453,0.944766,-0.287866,-0.393741,0.584812,-0.648148,0.290590,0.870666,0.402757,0.000455,0.289572,0.851684,0.323383,0.879097,0.295466,0.852077,0.457754,0.834465,0.286731,0.908237,0.427133,0.660324,0.299792,0.970942,0.261257,0.291972,0.986689,0.286338,0.302547,1.020079,0.199178,0.271737,1.095599,0.280498,0.289543,0.851966,0.323577,0.295489,0.852014,0.458092,0.286735,0.908018,0.426559,0.258344,1.150419,0.162414,0.247903,1.224069,0.103896,0.215186,1.243351,0.214051,0.745269,0.944841,-1.221769,1.281852,0.795900,0.187721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1.158333,-0.420995,-0.448743,0.408307,-0.674298,0.240802,1.206860,0.161004,0.000177,0.259141,1.151443,0.163985,0.964305,0.248004,1.224572,0.104480,0.960372,0.215260,1.244565,0.214548,0.987092,-0.301355,-0.242855,0.561984,-0.731013,0.293089,1.020654,0.259688,0.000243,0.301606,0.973316,0.264409,0.904124,0.293801,0.989408,0.289879,0.940664,0.304086,1.021607,0.202205,0.953222,0.272864,1.098283,0.282260,0.960727,-0.280287,-0.393571,0.578549,-0.657132,0.292858,0.874849,0.407703,0.000584,0.292476,0.855036,0.328527,0.914163,0.298069,0.856949,0.462898,0.914064,0.288028,0.912561,0.431683,0.846579,0.301584,0.973379,0.264795,0.293782,0.989429,0.289652,0.304097,1.021654,0.202004,0.272890,1.098158,0.282321,0.292421,0.855458,0.328766,0.298046,0.857183,0.463199,0.288114,0.911837,0.431070,0.259140,1.151550,0.163833,0.248018,1.224421,0.104643,0.215248,1.244605,0.214540,0.745266,0.944836,-1.221769,1.281865,0.795870,0.187692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.166667,-0.416066,-0.448015,0.408575,-0.677671,0.241033,1.207763,0.161922,0.000125,0.259716,1.152495,0.165469,0.953500,0.248113,1.224935,0.105216,0.944541,0.215269,1.245860,0.215080,0.989465,-0.294946,-0.240509,0.562248,-0.734193,0.294680,1.023063,0.262515,0.000260,0.303440,0.975839,0.267879,0.902178,0.295616,0.992249,0.293139,0.942913,0.305536,1.023262,0.204997,0.948438,0.274127,1.100903,0.284043,0.964429,-0.273943,-0.391575,0.576064,-0.663154,0.295383,0.879541,0.412867,0.000591,0.295400,0.858772,0.333935,0.877878,0.300763,0.862383,0.468281,0.904515,0.289986,0.917468,0.436384,0.761950,0.303504,0.975942,0.268275,0.295510,0.992285,0.292913,0.305527,1.023297,0.204774,0.274181,1.100735,0.284118,0.295348,0.859114,0.334079,0.300716,0.862724,0.468515,0.290097,0.916703,0.435958,0.259721,1.152567,0.165335,0.248136,1.224809,0.105309,0.215241,1.245913,0.215118,0.745255,0.944820,-1.221753,1.281855,0.795904,0.187712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1.175000,-0.409939,-0.448458,0.408728,-0.681011,0.241367,1.208627,0.162809,0.000165,0.260523,1.153558,0.166904,0.962002,0.248150,1.225240,0.105901,0.960337,0.215427,1.247082,0.215623,0.982397,-0.287955,-0.238773,0.562369,-0.737435,0.296347,1.025548,0.265370,0.000286,0.305403,0.978456,0.271369,0.896460,0.297579,0.995177,0.296424,0.936864,0.306984,1.024993,0.207813,0.943482,0.275422,1.103566,0.285871,0.951968,-0.268211,-0.388704,0.574688,-0.668361,0.298029,0.884247,0.417901,0.000644,0.298435,0.862480,0.339240,0.906176,0.303477,0.867852,0.473539,0.895952,0.292176,0.922408,0.440924,0.779462,0.305354,0.978496,0.271782,0.297582,0.995260,0.296125,0.307001,1.025027,0.207635,0.275448,1.103415,0.285950,0.298374,0.862843,0.339325,0.303421,0.868233,0.473836,0.292305,0.921586,0.440497,0.260517,1.153650,0.166781,0.248158,1.225122,0.106053,0.215425,1.247105,0.215596,0.745242,0.944807,-1.221760,1.281851,0.795885,0.187709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1.183333,-0.404153,-0.448764,0.408422,-0.684443,0.241658,1.209507,0.163747,0.000132,0.261298,1.154650,0.168365,0.961567,0.248196,1.225598,0.106660,0.951816,0.215480,1.248272,0.216216,0.991211,-0.282372,-0.235891,0.562111,-0.740711,0.298048,1.028131,0.268276,0.000288,0.307345,0.981169,0.274896,0.895676,0.299443,0.998181,0.299730,0.922499,0.308672,1.026868,0.210729,0.954419,0.276734,1.106306,0.287751,0.957029,-0.261584,-0.386020,0.573986,-0.673129,0.300677,0.889050,0.422924,0.000648,0.301313,0.866193,0.344574,0.905543,0.306283,0.873489,0.478785,0.878423,0.294434,0.927468,0.445412,0.766245,0.307254,0.981213,0.275276,0.299480,0.998270,0.299463,0.308690,1.026930,0.210580,0.276766,1.106115,0.287800,0.301250,0.866542,0.344653,0.306218,0.873897,0.479047,0.294576,0.926626,0.445029,0.261304,1.154707,0.168244,0.248209,1.225494,0.106777,0.215462,1.248318,0.216220,0.745249,0.944821,-1.221764,1.281853,0.795880,0.187694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1.191667,-0.397306,-0.449076,0.409004,-0.687891,0.241962,1.210450,0.164642,0.000172,0.262079,1.155822,0.169873,0.962662,0.248173,1.225884,0.107338,0.957305,0.215633,1.249644,0.216716,0.992597,-0.275526,-0.233826,0.562370,-0.743741,0.299819,1.030770,0.271282,0.000255,0.309377,0.983955,0.278540,0.906842,0.301471,1.001280,0.303155,0.929022,0.310258,1.028738,0.213722,0.953450,0.278170,1.109107,0.289710,0.958603,-0.254838,-0.383626,0.573453,-0.677525,0.303396,0.893963,0.427934,0.000690,0.304193,0.870040,0.349905,0.905025,0.309196,0.879225,0.483999,0.868810,0.296797,0.932623,0.449900,0.751500,0.309260,0.983944,0.278893,0.301537,1.001400,0.302906,0.310299,1.028774,0.213545,0.278177,1.108963,0.289792,0.304123,0.870408,0.349971,0.309123,0.879664,0.484278,0.296957,0.931723,0.449510,0.262060,1.155928,0.169771,0.248185,1.225778,0.107472,0.215640,1.249642,0.216687,0.745305,0.944880,-1.221763,1.281886,0.795858,0.187682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.200000,-0.389555,-0.449433,0.409523,-0.691772,0.242268,1.211403,0.165538,0.000135,0.262935,1.157051,0.171450,0.963898,0.248117,1.226096,0.108001,0.958801,0.215751,1.251062,0.217161,0.987384,-0.269472,-0.231522,0.562039,-0.746924,0.301582,1.033510,0.274451,0.000270,0.311416,0.986849,0.282309,0.918510,0.303454,1.004453,0.306707,0.918788,0.311936,1.030777,0.216905,0.975647,0.279522,1.111960,0.291881,0.952721,-0.247595,-0.380612,0.572906,-0.682356,0.306082,0.899005,0.432993,0.000697,0.307113,0.873900,0.355338,0.901542,0.312043,0.885189,0.489274,0.873036,0.299089,0.937927,0.454365,0.744776,0.311340,0.986940,0.282612,0.303481,1.004560,0.306402,0.311960,1.030749,0.216815,0.279545,1.111797,0.291974,0.307040,0.874275,0.355436,0.311964,0.885631,0.489511,0.299263,0.936998,0.453982,0.262936,1.157114,0.171321,0.248137,1.225986,0.108122,0.215731,1.251108,0.217170,0.745243,0.944826,-1.221755,1.281866,0.795891,0.187706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.208333,-0.381319,-0.449600,0.410590,-0.695609,0.242646,1.212499,0.166539,0.000152,0.263839,1.158435,0.173185,0.957261,0.248112,1.226367,0.108761,0.954731,0.215986,1.252695,0.217671,0.995716,-0.264017,-0.228228,0.561283,-0.750445,0.303360,1.036443,0.277751,0.000251,0.313459,0.989950,0.286242,0.922912,0.305373,1.007832,0.310396,0.935018,0.313780,1.033000,0.220255,0.965365,0.280828,1.114989,0.294111,0.950881,-0.240250,-0.377839,0.571283,-0.687862,0.308636,0.904212,0.438036,0.000642,0.310022,0.877984,0.360759,0.891604,0.314747,0.891300,0.494516,0.889529,0.301138,0.943351,0.458833,0.755900,0.313386,0.990067,0.286518,0.305388,1.007922,0.310152,0.313811,1.032963,0.220125,0.280852,1.114824,0.294215,0.309941,0.878386,0.360898,0.314683,0.891652,0.494776,0.301300,0.942503,0.458378,0.263818,1.158545,0.173056,0.248140,1.226240,0.108887,0.215979,1.252710,0.217675,0.745281,0.944849,-1.221764,1.281873,0.795870,0.187689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1.216667,-0.373053,-0.449264,0.410829,-0.700152,0.242969,1.213653,0.167568,0.000130,0.264749,1.159925,0.174995,0.971743,0.248153,1.226683,0.109569,0.963097,0.216004,1.254352,0.218140,0.987896,-0.260233,-0.224499,0.559031,-0.754561,0.305137,1.039518,0.281087,0.000265,0.315558,0.993201,0.290134,0.922738,0.307226,1.011284,0.314054,0.940486,0.315840,1.035524,0.223679,0.963405,0.281926,1.118062,0.296482,0.942846,-0.233778,-0.374313,0.569200,-0.693721,0.311179,0.909567,0.443101,0.000686,0.313130,0.882267,0.366209,0.892385,0.317286,0.897535,0.499776,0.880849,0.303122,0.948898,0.463319,0.742415,0.315499,0.993241,0.290435,0.307229,1.011398,0.313845,0.315845,1.035589,0.223548,0.281975,1.117844,0.296530,0.313042,0.882670,0.366332,0.317205,0.897940,0.500014,0.303314,0.947975,0.462903,0.264756,1.159956,0.174887,0.248161,1.226609,0.109696,0.215989,1.254394,0.218122,0.745256,0.944838,-1.221763,1.281856,0.795891,0.187720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1.225000,-0.365029,-0.449017,0.410895,-0.704488,0.243270,1.214908,0.168767,0.000109,0.265631,1.161526,0.176930,0.971528,0.248182,1.227134,0.110570,0.967928,0.215997,1.256063,0.218801,0.996360,-0.254335,-0.221730,0.557476,-0.758532,0.306847,1.042628,0.284482,0.000254,0.317636,0.996522,0.294149,0.927254,0.309154,1.014856,0.317823,0.919764,0.317594,1.037953,0.227134,0.969116,0.283005,1.121183,0.298823,0.948373,-0.226516,-0.371551,0.563954,-0.701852,0.313606,0.915044,0.448189,0.000659,0.316445,0.886789,0.371670,0.900963,0.319719,0.903882,0.505041,0.880790,0.304652,0.954460,0.467857,0.757027,0.317505,0.996568,0.294404,0.309223,1.015021,0.317557,0.317645,1.037917,0.227027,0.283015,1.121013,0.298939,0.316354,0.887165,0.371756,0.319630,0.904286,0.505278,0.304855,0.953584,0.467489,0.265618,1.161593,0.176839,0.248200,1.227055,0.110669,0.215992,1.256075,0.218794,0.745247,0.944819,-1.221767,1.281853,0.795895,0.187713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1.233333,-0.358327,-0.448570,0.410384,-0.708500,0.243645,1.216253,0.170041,0.000156,0.266531,1.163195,0.178838,0.964547,0.248389,1.227811,0.111694,0.965080,0.216015,1.257753,0.219593,0.971235,-0.248665,-0.218869,0.554731,-0.763240,0.308602,1.045914,0.287877,0.000274,0.319857,1.000052,0.298156,0.914723,0.311146,1.018601,0.321579,0.922069,0.319487,1.040609,0.230610,0.958881,0.283916,1.124393,0.301163,0.940227,-0.220779,-0.367782,0.559388,-0.709280,0.315998,0.920712,0.453339,0.000629,0.319825,0.891578,0.377193,0.900899,0.321934,0.910353,0.510361,0.888616,0.306236,0.960204,0.472462,0.765454,0.319692,1.000107,0.298450,0.311231,1.018768,0.321330,0.319546,1.040599,0.230456,0.283934,1.124185,0.301279,0.319728,0.891950,0.377292,0.321843,0.910729,0.510582,0.306446,0.959365,0.472098,0.266528,1.163249,0.178707,0.248437,1.227688,0.111741,0.215970,1.257819,0.219675,0.745263,0.944831,-1.221771,1.281842,0.795899,0.187725,,,,0.416012,0.022428,0.609099,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1.241667,-0.352184,-0.447477,0.408781,-0.713182,0.243979,1.217571,0.171403,0.000118,0.267421,1.164869,0.180851,0.967311,0.248710,1.228508,0.112934,0.968084,0.215806,1.259336,0.220423,0.980856,-0.243008,-0.215809,0.552297,-0.767686,0.310216,1.049266,0.291241,0.000239,0.321893,1.003653,0.302141,0.922752,0.312968,1.022425,0.325304,0.926038,0.321244,1.043312,0.234065,0.980713,0.284757,1.127673,0.303455,0.960674,-0.214689,-0.363826,0.553616,-0.717669,0.318359,0.926454,0.458460,0.000649,0.323357,0.896459,0.382718,0.909099,0.324067,0.916929,0.515651,0.880602,0.307653,0.965975,0.477012,0.763415,0.321756,1.003724,0.302409,0.313055,1.022502,0.325032,0.321279,1.043308,0.233996,0.284771,1.127534,0.303528,0.323260,0.896803,0.382787,0.323951,0.917356,0.515831,0.307895,0.965105,0.476729,0.267409,1.164936,0.180739,0.248752,1.228400,0.112987,0.215777,1.259377,0.220481,0.745250,0.944813,-1.221752,1.281872,0.795861,0.187687,,,,0.415955,0.022158,0.608773,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.250000,-0.346511,-0.445568,0.407635,-0.717797,0.244385,1.218918,0.172707,0.000151,0.268277,1.166549,0.182851,0.972394,0.249195,1.229203,0.114127,0.965904,0.215681,1.261002,0.221143,0.988813,-0.240297,-0.211073,0.548328,-0.772685,0.311949,1.052711,0.294464,0.000279,0.324010,1.007336,0.305923,0.897259,0.314695,1.026245,0.328820,0.952251,0.323520,1.046299,0.237445,0.939462,0.285572,1.130965,0.305669,0.955192,-0.208314,-0.359423,0.548186,-0.725887,0.320722,0.932308,0.463561,0.000638,0.326890,0.901395,0.388275,0.900123,0.326175,0.923672,0.520917,0.888534,0.309102,0.971857,0.481490,0.761514,0.323836,1.007377,0.306293,0.314809,1.026233,0.328667,0.323534,1.046450,0.237257,0.285608,1.130789,0.305658,0.326778,0.901766,0.388373,0.326062,0.924059,0.521108,0.309357,0.970999,0.481160,0.268255,1.166623,0.182772,0.249204,1.229142,0.114249,0.215695,1.260990,0.221102,0.745278,0.944857,-1.221751,1.281856,0.795890,0.187708,,,,0.415885,0.021871,0.608411,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1.258333,-0.340785,-0.444104,0.406442,-0.722110,0.244820,1.220224,0.174014,0.000163,0.269177,1.168198,0.184800,0.972394,0.249661,1.229889,0.115331,0.965904,0.215622,1.262584,0.221910,0.988813,-0.231982,-0.209748,0.547071,-0.776469,0.313637,1.056165,0.297753,0.000303,0.326161,1.011084,0.309858,0.897259,0.316786,1.030264,0.332503,0.952251,0.324991,1.048966,0.240785,0.939462,0.286610,1.134345,0.307868,0.955192,-0.202208,-0.355426,0.543287,-0.733228,0.323075,0.938267,0.468540,0.000658,0.330285,0.906514,0.393699,0.900123,0.328305,0.930460,0.526036,0.888534,0.310633,0.977826,0.485886,0.761514,0.325881,1.011142,0.310090,0.316966,1.030450,0.332289,0.325059,1.049006,0.240694,0.286638,1.134060,0.307945,0.330163,0.906890,0.393770,0.328181,0.930862,0.526249,0.310912,0.976950,0.485562,0.269142,1.168297,0.184711,0.249681,1.229810,0.115446,0.215637,1.262564,0.221885,0.745288,0.944862,-1.221759,1.281854,0.795895,0.187723,,,,0.415927,0.021706,0.608123,,,,,,,,,,,,,,,,,,,,,,,,,,,
